40
155 -350 437 -69 -29 307 197 -222 307 374 84 -105 -193 -30 -9 357 -559 -3 -627 -156 146 -142 189 87 4 -297 -110 512 63 -173 -268 124 120 241 342 -236 -42 149 90 -12 
83 -148 -231 -100 -289 -138 -88 -82 -111 -398 554 -310 399 1 -22 48 -151 205 467 -404 -397 41 155 -311 -250 -15 33 -194 79 -154 95 -150 139 -3 262 410 -186 664 197 223 
-255 -263 230 343 -154 241 265 -223 171 101 136 258 -39 573 -326 240 -240 637 401 121 -65 -249 49 -134 -6 -377 -22 429 -199 11 -238 50 3 61 335 193 -367 529 660 -244 
-8 -122 470 102 194 -182 361 -290 -271 -170 296 591 128 145 -105 954 -231 159 -349 -21 -51 -238 -317 313 176 -293 125 178 112 -137 -152 141 -181 -205 21 321 -27 204 787 -282 
156 -272 599 158 94 -369 532 -32 -159 -51 -403 -260 -245 -469 -215 504 -269 -173 -297 -549 275 -661 -5 277 -40 -191 204 -195 354 -178 88 60 -35 -36 98 -394 -88 -183 430 101 
-287 -37 173 19 336 207 -72 -136 403 222 462 449 398 -11 -142 652 -37 338 -535 -169 -403 33 551 23 240 95 -61 440 373 -132 327 417 90 -84 259 281 165 -203 228 332 
241 -45 -525 488 155 88 233 -258 154 549 -412 -35 -72 306 284 -799 177 467 -32 569 -37 -60 -325 67 68 198 -72 208 -842 40 -150 -265 -436 227 -187 -163 398 36 -358 -415 
266 -390 -383 591 131 -150 -60 465 114 285 -495 -19 -315 127 -2 -389 -31 177 5 602 291 220 -257 175 -372 -434 -34 7 15 -488 190 -76 86 368 3 -369 -84 102 118 92 
-246 262 316 -390 -366 -276 -231 -46 -718 -303 -134 -581 67 -491 268 -37 -90 -267 368 -371 521 -359 -566 -503 -23 79 343 -11 38 204 -269 -131 -178 -36 212 373 162 302 56 431 
-308 -277 -219 -367 -374 569 -224 -68 223 -250 490 6 141 259 -250 35 326 -358 -401 -670 -284 637 692 -625 -50 468 -192 -317 -193 195 318 320 504 109 315 11 -146 -188 -541 43 
-104 473 120 -458 -670 -202 27 -351 15 5 790 539 169 266 26 347 -143 -180 0 235 -87 -231 41 354 127 -394 132 144 258 -233 -75 -390 260 -712 106 489 -218 557 38 -127 
114 110 28 174 -202 146 345 -144 215 722 437 -225 -198 234 243 -171 -366 667 -569 -13 -261 190 751 2 -339 285 -80 -197 108 -504 584 -228 360 10 214 -268 261 -18 -50 92 
402 32 147 171 773 -183 -255 517 -730 93 -162 159 -133 46 250 162 82 99 -837 404 -333 227 228 51 -122 365 -430 -244 -191 -507 226 293 13 73 -3 -38 76 -565 -233 -146 
7 -247 -142 50 -256 -366 -587 430 -156 -197 -39 179 15 -397 157 -321 -306 -262 -133 170 -104 7 3 -458 -206 -215 -1 403 -745 -138 107 -452 167 269 355 -261 -103 500 -382 66 
637 297 -308 -223 -313 -340 231 -21 -151 -21 982 102 -147 158 -146 8 -368 350 -266 222 -420 -220 69 -163 -93 97 -378 91 153 -445 -186 -781 185 23 155 340 106 62 16 -61 
523 -102 -62 390 270 7 -461 -400 386 446 -320 108 -150 186 -199 -333 -28 328 -281 335 41 177 26 -185 199 27 -577 295 137 -580 -379 24 -166 375 394 470 212 -308 96 139 
-627 -532 398 -163 -146 560 -163 169 39 -116 344 -243 441 -5 -96 -132 323 6 -79 -138 258 -541 241 183 137 -208 91 592 480 47 163 49 169 -156 625 185 -150 480 -202 69 
359 693 -130 -130 137 -257 -189 -397 46 249 481 380 34 -605 139 -377 308 451 -155 -71 -734 492 452 -387 -339 477 108 -89 -220 5 -145 -137 -55 -9 -107 239 583 -849 -428 140 
65 258 -230 451 249 -55 -11 336 -77 734 -849 83 337 -475 -200 -45 616 188 359 403 236 -380 354 -161 -327 -292 40 -234 243 -374 127 -52 -117 11 24 -141 -241 -356 -598 974 
277 -173 162 -156 315 392 -489 -202 276 419 202 -464 -474 -234 270 64 -164 263 -471 392 -56 563 595 472 40 -40 203 -89 602 11 -151 847 207 34 -207 -308 -89 -631 352 51 
-4 236 226 -199 -524 -201 -109 147 -30 180 -190 -290 -289 251 -274 321 -187 68 -387 -1 -279 -940 175 436 257 352 46 266 346 0 -39 369 300 -471 -180 -357 -416 5 164 482 
-73 27 -178 48 91 -722 -19 -137 -43 -722 -224 404 146 -38 557 178 100 233 -31 -190 -349 912 -212 277 -556 142 130 -279 -76 -125 139 360 341 152 -224 -206 723 375 262 -244 
125 -212 -125 432 -178 346 228 -252 141 602 150 -598 -334 -97 415 -547 -285 371 -191 -358 500 -313 -184 -259 301 361 -148 61 -360 203 -10 317 -236 556 259 -242 114 -865 327 288 
52 -368 415 259 144 107 -245 -63 -6 92 -257 124 -219 35 -521 -155 -39 106 206 532 -558 34 -409 288 -197 -126 -121 -455 601 -133 -235 178 -202 107 -217 187 -470 402 256 -448 
-223 64 -507 -78 -31 -530 -62 84 53 -518 -288 -85 -159 -460 -511 161 16 -391 -365 72 -90 -27 130 104 -129 -14 124 -40 842 -293 239 -8 123 661 480 218 -5 61 275 148 
334 -824 177 93 880 565 113 4 -234 198 -151 -555 -137 -56 -185 -7 -77 65 -77 -807 -286 -408 105 0 -477 -61 -178 -90 -403 54 482 312 239 28 282 -118 -78 77 -374 -13 
-210 563 150 224 -319 349 54 -769 215 246 -539 208 -131 280 -583 150 77 -329 341 39 400 -68 -865 18 265 -555 -602 82 -302 265 -347 95 -31 -107 -24 -65 -202 -149 -23 20 
234 599 -90 443 154 -244 276 106 -359 188 36 435 -518 -114 -316 322 -39 98 -77 275 -564 -16 227 -161 -337 -426 155 234 26 132 497 136 341 -50 -104 260 -276 -169 674 -485 
-53 -260 333 115 180 239 -243 69 -165 289 388 0 -72 -354 257 -95 -36 169 -917 -218 179 600 265 -209 -312 -168 -706 236 463 -217 307 218 454 591 52 173 -151 -524 -423 -192 
-395 -10 -150 -538 435 249 -395 -227 -692 -156 465 -128 344 288 8 92 -328 -166 -116 35 87 908 -509 -98 -439 -656 4 -262 273 -157 86 -340 -81 -145 -52 467 225 407 542 -93 
-304 26 -412 337 121 223 21 331 509 -90 -292 -82 -518 249 237 -438 -125 -53 304 278 -135 168 -494 -281 180 429 145 289 -401 600 -9 -208 -292 461 -267 630 97 -557 -297 -710 
429 -144 12 323 -501 -125 333 -274 -143 -30 -83 -391 -614 -151 43 -40 -132 -535 393 275 413 431 245 -170 -508 -399 -261 -508 308 -536 54 297 30 -126 174 -523 -432 368 204 -20 
-471 305 29 -371 570 -173 -270 154 -541 -167 4 -821 -69 -71 606 -246 -125 -318 -53 806 324 132 178 252 -15 653 59 26 409 386 237 242 -40 -96 -48 456 -61 -126 -711 7 
-395 39 504 -142 -2 -415 71 62 572 -89 -578 149 260 -234 199 261 138 44 558 158 -133 131 -345 -127 -49 117 662 -135 -315 -110 -104 350 -106 224 312 344 -15 161 474 341 
501 38 215 -17 241 189 -46 -74 -378 53 -875 -209 -109 178 -148 470 -223 -364 -747 -654 187 -329 115 72 -643 -411 249 63 -47 -390 -300 309 117 186 -365 234 -2 -157 -48 -471 
-170 663 -46 -143 -53 520 -261 396 221 -322 -304 143 168 366 417 -391 238 -17 159 604 85 302 322 -195 -310 143 90 46 739 579 -202 264 -207 5 -394 61 172 92 -352 199 
-214 -222 341 -205 575 320 -368 -580 -70 149 -165 527 -24 226 -64 930 395 -270 -199 177 -241 510 665 589 -322 -313 -394 -47 83 8 -152 414 -14 104 -226 -6 55 -789 -36 -208 
-333 -394 377 -256 194 180 135 -419 -422 -87 421 -605 -288 4 -80 814 -349 278 -87 -27 646 -434 -529 -365 -137 283 -153 163 47 43 -226 -289 88 126 580 210 -163 120 -33 -632 
300 -336 -68 91 -323 -121 -312 -58 325 77 -779 -28 -236 274 602 -209 -173 191 27 -93 186 -338 441 -219 -106 -71 288 111 275 -307 561 232 723 -447 364 -626 -22 -33 119 206 
-67 217 -111 172 -212 -806 -79 -98 558 301 -622 27 337 -331 -177 136 -51 138 -278 94 -173 437 3 -6 -491 -264 80 234 415 39 305 217 -495 21 124 323 219 178 240 493 

