40
-65 73 416 362 -12 -479 411 249 -151 132 -19 -112 -56 17 103 -98 165 -104 47 145 365 73 55 245 -36 -149 30 -101 -128 -98 128 32 -117 -612 -384 400 -184 -310 71 -187 
226 110 628 11 167 -61 -89 -64 -215 -7 656 32 487 53 98 -402 493 246 -93 -90 197 -271 -138 61 266 31 438 -93 80 6 37 -81 266 158 -551 160 -269 -179 25 -389 
-30 -14 23 236 -183 366 392 -364 -76 177 -112 -100 -371 -391 212 -89 114 -187 -95 -112 -566 -112 36 8 -478 125 -284 334 242 95 454 -296 -356 -435 136 -12 362 52 -429 330 
81 384 359 331 126 -14 314 -532 256 -44 563 -42 36 -532 216 -231 4 -122 -132 -10 477 -116 61 35 -40 -330 99 -362 -116 158 -52 -366 174 -133 -235 115 -396 237 141 549 
-143 -348 54 -111 -300 -129 -788 394 -351 -325 -329 280 296 129 -665 505 157 -317 73 133 161 36 140 -110 -219 394 -345 260 17 -207 -458 -47 -391 6 516 -220 31 -40 426 -181 
-180 246 -523 209 -612 98 791 515 10 218 345 -297 -204 -199 41 -53 -387 -307 133 195 261 258 259 -166 -238 -359 -350 -52 -359 143 469 278 50 -167 -349 -85 -105 -150 -172 241 
-352 62 -216 -314 36 243 -371 -159 -116 297 -687 615 507 -136 20 429 -375 -124 -244 423 116 258 145 -109 128 -41 -147 -2 -453 16 -317 -556 5 -93 416 -401 -346 313 290 441 
-521 -183 -264 -430 -346 135 555 558 3 330 -455 199 -32 -149 240 158 -582 -204 185 192 -469 -134 53 -63 127 -468 -225 -5 29 -34 263 221 -45 37 -287 345 161 520 164 -237 
490 171 -87 249 268 -176 405 -7 -199 -34 -22 -499 -322 -271 76 -151 398 446 -56 -157 -26 -468 -233 698 15 -354 180 -89 -37 315 216 -121 118 74 -142 -92 63 -303 -833 -507 
212 -492 73 -84 -220 395 -298 480 -285 -36 629 -432 -256 4 -214 227 375 -128 -460 -67 54 -656 -223 -164 -9 211 -97 342 370 -395 -294 315 -156 481 474 -510 -193 -45 217 -404 
-774 240 428 -58 -161 -188 247 -135 -57 -356 569 210 367 -360 -162 -281 -14 -76 -145 327 -279 -56 303 -215 3 32 275 142 158 332 599 -687 12 0 -433 -358 -266 282 176 252 
284 127 581 57 -786 216 -600 152 341 -57 266 -183 -8 190 402 219 -113 -112 170 18 139 146 148 -72 410 -206 19 -331 -303 -204 -249 303 27 224 -227 451 -84 238 315 -128 
42 55 190 111 272 -639 326 -454 727 -355 69 297 -102 -8 -380 -233 65 424 -400 -199 215 259 -93 -283 -37 421 681 66 229 230 -340 85 -59 449 122 109 -50 -103 -27 -67 
-662 -420 -76 -332 -292 -56 -702 251 -326 106 -111 -204 -165 852 581 455 -72 -116 -40 313 -174 65 71 -275 23 322 -194 -212 -70 -414 -598 -428 -204 37 551 -259 184 47 446 434 
-290 165 298 -95 -235 -51 248 -697 -283 462 -533 396 126 -236 425 66 -114 151 -369 -395 223 60 -25 -278 -758 283 -330 385 -267 -464 2 -182 -467 -363 50 417 34 -348 255 676 
219 -472 26 280 319 649 -278 218 -123 301 315 574 344 4 -93 -141 704 -115 -44 330 -49 -134 -122 434 -119 6 -257 283 443 -53 370 -155 -68 -90 -258 -72 -422 -8 308 -96 
109 43 -192 -261 10 -135 40 -115 230 506 -491 -576 -782 -53 -230 438 71 582 -332 -197 -383 59 198 -106 246 -189 449 -161 -593 410 -499 115 -12 261 844 -162 98 -272 -372 19 
506 174 1096 339 -278 -16 -15 -221 218 -649 88 142 161 -255 -21 -685 -273 -599 -131 -96 -64 244 189 261 146 -44 -18 -62 410 409 -205 -247 149 -316 -584 576 -140 217 69 -94 
-298 -540 110 518 132 -235 393 62 -515 393 -501 913 115 90 476 347 263 -520 -44 -8 59 217 -242 -35 -301 434 -316 -304 -117 -209 -418 22 -358 -679 144 241 744 196 -29 -537 
-386 238 -27 98 -61 -364 -221 92 -101 85 516 114 187 866 666 -200 207 460 166 524 576 124 65 327 336 -203 648 379 -234 -588 44 -174 -57 380 8 -204 -191 -636 -74 -227 
-193 20 242 141 80 427 199 -262 -526 207 -76 147 295 -1 710 167 -325 37 597 -298 -77 120 -173 127 370 -84 210 -21 -468 -11 205 7 33 102 164 354 471 -27 28 132 
-372 40 656 -351 -386 429 145 16 -136 451 90 -194 -152 -161 722 -290 155 -1 -88 -9 92 -298 -206 -468 -3 547 101 392 -7 -435 149 -86 -568 286 225 322 723 -356 129 -161 
-478 -283 -14 298 -27 229 280 -99 678 -24 121 -276 274 -309 400 434 139 46 -366 36 365 229 -331 -98 505 132 44 -539 -57 96 -21 -296 -73 549 -198 -375 8 70 422 -255 
138 -64 173 20 383 47 251 -920 234 -394 287 -372 -102 -176 226 -62 -541 -170 -87 -135 43 144 -249 109 154 -660 154 -28 -145 -578 -134 444 252 -398 -204 175 303 309 430 -215 
180 1080 7 -426 -624 -390 54 208 -225 656 -5 91 -2 -33 219 -47 -168 328 168 -78 46 49 -78 74 290 -174 228 93 -765 423 79 287 -272 72 -381 39 -35 -767 -856 -416 
-328 -566 370 -333 -10 245 -197 -722 -200 665 45 394 665 -275 134 91 307 153 -999 -365 110 -355 -15 -149 4 13 382 -40 30 -525 -283 136 -73 -147 29 689 -257 22 372 -31 
328 122 -324 153 -272 -135 296 -273 -509 97 205 295 -261 500 -281 60 -66 -265 103 216 6 398 -113 -403 -68 219 94 169 -180 362 94 49 -335 -512 -4 -104 547 404 -243 -52 
70 359 571 -316 351 -335 -27 299 27 362 324 -245 92 -243 -54 -378 2 553 -294 -8 -424 222 -371 -143 373 -215 378 180 -465 289 -89 76 44 199 248 -189 -196 -355 -266 -642 
-410 -18 143 -34 208 -603 44 536 -513 -881 72 -79 115 -21 209 -319 205 96 -220 -97 296 18 99 362 -304 -20 -390 -457 377 150 -55 180 487 24 54 -130 -251 182 172 -96 
-381 -451 116 -432 41 -150 -381 269 -217 289 -855 308 -455 242 135 -119 -71 239 -103 -62 -463 274 -11 -325 -430 376 -334 580 486 116 358 -820 26 -260 76 -262 -74 444 111 702 
-254 -107 -408 382 22 -412 -336 737 131 180 -272 -714 -58 685 316 830 62 137 40 514 -51 -318 170 -87 -8 -101 -397 261 -129 -724 387 327 -74 124 -169 -53 -414 -507 -225 88 
