49
-256 -285 -142 379 286 -65 -313 288 -77 -159 202 -433 -216 -266 -279 -336 -170 281 -183 -29 -183 -415 -60 -365 13 -6 170 -290 -181 -244 373 -502 17 52 -219 -32 63 179 -82 60 -196 60 148 281 -233 -207 -283 9 330 
289 473 -85 -177 -182 -141 124 -372 455 47 84 137 -247 373 266 116 167 -50 -540 -63 -84 303 -67 -111 -255 -580 387 97 -123 349 232 36 -259 53 -146 -19 -11 590 67 -43 181 -289 559 -126 -14 103 120 139 -425 
-441 135 257 -316 0 -514 157 -24 443 229 -503 -250 339 -257 278 -323 -233 47 -127 271 167 452 111 238 -112 973 -67 256 -5 -308 -274 -163 216 -198 136 -247 -335 -300 -40 129 41 287 -257 -141 209 34 -14 -80 -137 
192 -121 468 -715 185 44 301 262 -184 -98 -213 231 377 79 -277 -357 -528 -28 -1 169 24 -128 56 77 -196 368 175 -156 -87 -170 -325 655 -428 -95 123 193 -177 -395 -226 76 -53 267 267 9 -71 385 -463 -414 58 
-184 9 177 -609 6 77 -162 103 114 204 -5 145 48 119 396 -300 304 -364 153 281 135 -315 -478 121 -739 722 -319 -239 209 -346 -365 669 85 -161 57 -281 107 -495 333 299 156 273 -246 -453 62 185 -235 -131 154 
-18 -75 -412 204 42 266 -370 -188 209 129 -313 -220 -249 -24 390 -651 -36 303 206 338 593 435 -358 -199 178 454 -588 -164 77 -430 -69 -25 599 -80 -166 -654 -372 17 35 243 -181 -196 -117 -396 98 -287 141 273 -519 
86 -196 311 -61 -89 144 329 19 245 -100 -469 102 -87 243 154 -506 -454 360 372 -67 370 261 247 686 298 213 -865 -178 -24 -242 -354 435 -58 -148 237 -331 -169 349 131 337 -22 358 -147 -59 231 505 145 -584 -103 
-426 62 -328 26 -86 -166 300 -86 -90 -147 -304 -142 785 61 -21 597 225 -286 679 -82 -8 423 -327 27 623 399 428 254 223 248 -451 -93 313 -310 104 141 175 -524 122 127 253 -519 -219 -272 19 -187 71 -16 318 
106 -375 741 32 37 -70 -236 181 32 -284 23 436 -417 14 53 220 333 -209 -454 167 -3 -500 252 -68 71 -591 240 63 -760 100 796 -67 -627 90 30 380 13 399 -41 -338 -120 231 150 264 -79 252 105 21 75 
-344 8 -456 -125 336 88 40 599 -56 76 -178 -472 93 -202 -779 92 -617 655 -22 -366 -208 190 164 201 405 -319 677 -247 -178 -301 -151 201 124 -3 356 -190 -309 265 132 119 -170 -278 143 205 -293 16 42 -603 377 
-171 114 676 -520 -436 291 192 -349 156 -140 1009 496 -64 118 431 432 322 -776 -294 112 -77 -292 -72 -48 -451 -780 -188 350 -413 129 551 98 -18 -192 -139 191 267 -78 160 206 233 30 -65 -261 -49 267 342 185 -208 
74 -426 439 556 -47 226 -52 -169 217 -397 886 445 -380 52 156 -302 -228 -92 -305 -144 -25 -757 -62 148 -517 -509 -428 42 -417 52 1002 210 -289 266 198 264 353 -457 236 41 -131 -92 -46 100 12 43 -351 -384 64 
-190 -336 -87 -166 -403 -225 190 -127 89 116 273 -403 374 598 16 475 552 33 -156 -125 -672 228 138 130 555 -483 -193 284 -169 556 88 -468 511 -62 -12 -143 167 416 -314 239 548 -107 -286 186 -131 100 376 -79 16 
697 -619 -383 -411 -219 105 -174 -120 -216 -462 -387 308 -328 188 -181 -427 827 -276 298 323 307 -469 -203 140 -15 36 -688 -555 -38 356 -284 368 -237 -385 -319 38 -57 14 -545 -34 175 27 363 -111 -183 225 -183 -278 -97 
-492 74 563 303 186 456 532 -571 207 -449 -387 24 171 21 10 -124 -270 192 19 -196 572 475 -427 -306 147 -268 359 -170 -402 134 421 -164 -297 -85 92 -297 174 314 388 404 -84 -445 55 -337 66 -76 -25 222 -605 
491 -107 -466 -368 199 -195 109 42 -89 45 -121 489 210 -222 -280 -511 -234 -296 -548 -99 -237 290 -101 201 176 684 -188 214 228 402 -113 145 74 96 -236 -135 -279 -549 -680 -415 210 170 101 125 388 60 -126 -510 -292 
620 211 -4 -158 -299 -379 -549 -770 167 145 -162 115 -405 424 243 -355 509 504 -192 688 27 68 -18 116 -36 102 -268 -89 -375 371 -44 83 -260 131 283 -14 -203 -144 -531 -463 -406 -306 476 -588 73 -52 2 345 -623 
449 -167 -342 -199 5 928 496 -607 -108 -205 460 -61 183 542 -571 -742 94 299 -146 -381 -479 182 -425 -470 44 -562 14 -282 -191 581 164 -28 -120 -105 -248 120 -2 119 -68 137 -164 -520 406 -559 227 -76 -596 -238 -40 
448 -188 -630 268 -17 665 257 -19 -261 -214 -66 -561 337 77 -421 -23 367 -39 12 -34 -136 -420 85 -143 -462 -287 -103 17 9 4 45 -580 -253 -280 -444 -47 -175 -464 -404 -36 284 206 -23 93 -80 -462 -397 222 -61 
-46 -107 -228 -530 407 -552 -9 378 -80 519 -378 -480 176 296 276 -671 50 8 86 495 118 110 -184 -228 -105 372 133 -254 457 -732 -544 286 493 356 -190 133 -305 148 -633 270 0 -351 284 156 -570 102 -393 -536 -30 
116 475 569 -101 245 126 -401 -94 -144 223 -487 336 33 -527 226 -139 330 -178 -121 -219 43 423 -168 -39 154 78 349 461 45 -4 -207 -394 -274 380 -122 95 -674 12 -299 -298 -778 178 -474 -266 636 167 289 238 -325 
-226 -160 -120 -141 -420 -253 296 -202 -387 431 604 151 -411 -316 20 660 303 -70 2 -277 168 -29 526 474 204 -315 -1009 492 97 93 136 209 585 8 431 -80 429 -29 198 76 191 520 -46 682 -39 261 287 128 172 
-218 148 641 41 285 745 -280 76 -390 -81 103 -45 211 -160 -258 -7 216 -115 425 -29 -110 -467 -485 -387 -393 -261 373 -356 -207 -421 -312 -129 126 235 48 537 551 -40 281 -301 -196 -424 -25 -433 -57 -614 144 60 669 
158 -465 87 248 -256 -258 157 191 282 32 -50 -294 345 204 15 270 640 51 77 325 -139 17 461 -309 418 287 639 53 -79 -350 189 -637 -60 -18 -275 567 -259 -123 -800 -286 -530 -157 -237 -59 -497 -476 45 -136 56 
-287 -123 -504 -460 223 -619 244 38 66 72 -619 -177 -209 -255 -617 -37 172 -37 -262 132 -172 143 -465 298 47 52 439 -629 -160 262 240 -18 -344 -263 -84 -237 -216 690 432 -244 -59 -383 308 306 257 633 -253 -263 258 
