Parallel mode ----------------------------------------------------------------------------------------
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=1
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=2
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=3
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=4
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=5
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=8
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=8
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=6
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=9
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=11
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=12
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=14
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=17
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=22
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=18
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=29
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=30
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=32
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=34
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=41
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=42
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=45
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=51
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=55
*2s: GLB=316554.006, best=2438763.000, gap=87.020%, AF=0.931, #solved=46
