Parallel mode ----------------------------------------------------------------------------------------
*3s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=1
*3s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=2
*3s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3
*3s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=4
*3s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=5
*3s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=6
*3s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=10
*3s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=11
*4s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=12
*4s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=14
*4s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=15
*4s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=20
*4s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=21
*4s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=22
*4s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=24
*5s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=27
*5s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=30
*5s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=37
*6s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=44
*7s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=62
*8s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=72
*11s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=119
*15s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=158
*22s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=254
*24s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=271
*30s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=360
*39s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=464
*43s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=526
*49s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=589
*53s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=645
*67s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=829
*84s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=1036
*101s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=1270
*104s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=1295
*116s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=1457
*120s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=1508
*123s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=1556
*131s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=1694
*131s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=1699
*********************************
*   heur_quadratic  dpt: 35
*********************************
*165s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=2305
*169s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=2396
*170s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=2424
*175s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=2511
*180s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=2630
*181s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=2638
*183s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=2688
*184s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=2722
*184s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=2733
*194s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=2983
*196s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3046
*204s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3339
*208s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3481
*213s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3689
*217s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3825
*217s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3843
*217s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3852
*218s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3902
*219s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3936
*219s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3955
*219s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3973
*220s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=3984
*221s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=4086
*221s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=4087
*230s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=4652
*233s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=4902
*236s: GLB=262459.855, best=3639381.000, gap=92.788%, AF=1.036, #solved=5101
