Parallel mode ----------------------------------------------------------------------------------------
*1s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=1
*1s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=2
*1s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=3
*1s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=7
*1s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=10
*1s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=9
*1s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=14
*1s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=8
*1s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=4
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=11
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=20
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=12
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=16
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=19
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=22
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=21
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=24
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=25
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=27
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=29
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=28
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=34
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=37
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=38
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=43
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=45
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=118
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=135
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=217
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=245
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=321
*2s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=1489
*3s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=1714
*3s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=1866
*3s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=1983
*3s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=1992
*3s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=2027
*3s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=2035
*3s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=2256
*3s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=2279
*3s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=2310
*3s: GLB=301191.893, best=2388235.000, gap=87.389%, AF=0.899, #solved=2383
*3s: GLB=308879.171, best=2388235.000, gap=87.067%, AF=0.899, #solved=2397
*3s: GLB=339738.775, best=2388235.000, gap=85.774%, AF=0.899, #solved=2893
*3s: GLB=339738.775, best=2388235.000, gap=85.774%, AF=0.899, #solved=3173
*3s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3295
*3s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3320
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3746
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3752
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3768
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3871
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3885
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3894
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3913
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3918
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3945
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3973
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=3978
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=4003
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=4350
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=4720
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=4910
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5152
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5250
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5370
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5378
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5396
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5534
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5555
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5623
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5695
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5793
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5842
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5920
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=5976
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=6009
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=6059
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=6083
*4s: GLB=358594.242, best=2388235.000, gap=84.985%, AF=0.899, #solved=6122
