Parallel mode ----------------------------------------------------------------------------------------
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=4
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=6
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=1
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=2
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=5
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=11
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=8
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=7
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=16
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=14
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=15
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=3
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=9
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=19
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=10
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=23
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=24
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=30
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=33
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=34
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=36
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=37
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=41
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=43
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=47
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=42
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=62
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=74
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=79
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=121
*2s: GLB=309526.271, best=2393933.000, gap=87.070%, AF=0.882, #solved=248
*3s: GLB=328898.414, best=2393933.000, gap=86.261%, AF=0.882, #solved=1430
*3s: GLB=328898.414, best=2393933.000, gap=86.261%, AF=0.882, #solved=1767
*3s: GLB=328898.414, best=2393933.000, gap=86.261%, AF=0.882, #solved=1771
*3s: GLB=328898.414, best=2393933.000, gap=86.261%, AF=0.882, #solved=1786
