Parallel mode ----------------------------------------------------------------------------------------
*8s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=1
*9s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=2
*12s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3
*12s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=4
*15s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=5
*15s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=7
*20s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=9
*21s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=10
*22s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=11
*23s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=14
*23s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=15
*28s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=17
*33s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=19
*34s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=20
*38s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=22
*41s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=23
*48s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=26
*57s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=32
*82s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=44
*85s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=47
*********************************
*   heur_quadratic  dpt: 35
*********************************
*93s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=54
*145s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=80
*149s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=81
*175s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=97
*271s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=161
*380s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=209
*523s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=278
*625s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=320
*727s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=366
*1872s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=889
*1944s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=937
*2076s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=1001
*2385s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=1163
*2698s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=1329
*2725s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=1345
*2999s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=1539
*3220s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=1708
*3374s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=1831
*3511s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=1954
*3556s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=2002
*3627s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=2087
*3634s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=2095
*3788s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=2266
*3900s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=2426
*3984s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=2531
*4210s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=2834
*4234s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=2867
*4318s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3000
*4321s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3005
*4345s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3056
*4363s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3091
*4440s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3249
*4467s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3289
*4472s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3295
*4670s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3792
*4693s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3859
*4694s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3863
*4707s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3903
*4709s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3911
*4715s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=3935
*4771s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=4168
*4779s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=4209
*4800s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=4284
*4877s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=4666
*4893s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=4738
*4903s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=4783
*4910s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=4823
*4923s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=4894
*4945s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=5018
*4950s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=5049
*4965s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=5157
*4973s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=5224
*4997s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=5410
*5028s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=5662
*5028s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=5664
*5035s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=5742
*5038s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=5763
*5042s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=5805
*5047s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=5848
*5061s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=6001
*5067s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=6070
*5077s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=6189
*5100s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=6516
*5110s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=6660
*5111s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=6670
*5113s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=6707
*5119s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=6799
*5127s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=6911
*5131s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=6992
*5137s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=7097
*5138s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=7117
*5140s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=7148
*5150s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=7374
*5165s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=7676
*5165s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=7680
*5166s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=7695
*5170s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=7801
*5174s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=7911
*5176s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=7970
*5177s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=7985
*5180s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=8059
*5188s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=8310
*5193s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=8484
*5199s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=8668
*5200s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=8701
*5200s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=8708
*5204s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=8854
*5205s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=8876
*5205s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=8906
*5206s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=8922
*5206s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=8933
*5215s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=9376
*5219s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=9532
*5221s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=9636
*5223s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=9744
*5223s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=9753
*5224s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=9789
*5224s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=9825
*5225s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=9873
*5225s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=9893
*5228s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=10050
*5234s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=10443
*5235s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=10490
*5237s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=10626
*5237s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=10658
*5238s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=10748
*5239s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=10774
*5240s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=10851
*5240s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=10862
*5241s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=10921
*5243s: GLB=213729.193, best=4099475.000, gap=94.786%, AF=1.053, #solved=11182
