Parallel mode ----------------------------------------------------------------------------------------
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=1
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=2
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=3
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=4
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=5
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=6
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=8
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=11
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=11
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=9
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=13
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=14
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=15
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=21
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=25
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=30
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=33
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=38
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=43
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=47
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=50
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=56
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=69
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=79
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=85
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=93
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=81
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=103
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=121
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=125
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=446
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=1041
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=1176
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=1761
*2s: GLB=350048.180, best=2237434.000, gap=84.355%, AF=0.892, #solved=1784
*2s: GLB=353577.092, best=2237434.000, gap=84.197%, AF=0.892, #solved=1874
*3s: GLB=353577.092, best=2237434.000, gap=84.197%, AF=0.892, #solved=2019
*3s: GLB=353577.092, best=2237434.000, gap=84.197%, AF=0.892, #solved=2296
*3s: GLB=353577.092, best=2237434.000, gap=84.197%, AF=0.892, #solved=2297
*3s: GLB=353577.092, best=2237434.000, gap=84.197%, AF=0.892, #solved=2337
*3s: GLB=353577.092, best=2237434.000, gap=84.197%, AF=0.892, #solved=2347
*3s: GLB=353577.092, best=2237434.000, gap=84.197%, AF=0.892, #solved=2422
*3s: GLB=359106.695, best=2237434.000, gap=83.950%, AF=0.892, #solved=2691
*3s: GLB=359106.695, best=2237434.000, gap=83.950%, AF=0.892, #solved=2724
*3s: GLB=359106.695, best=2237434.000, gap=83.950%, AF=0.892, #solved=2840
*3s: GLB=359106.695, best=2237434.000, gap=83.950%, AF=0.892, #solved=2854
*3s: GLB=359106.695, best=2237434.000, gap=83.950%, AF=0.892, #solved=2855
*3s: GLB=495620.401, best=2237434.000, gap=77.849%, AF=0.892, #solved=3348
*3s: GLB=495620.401, best=2237434.000, gap=77.849%, AF=0.892, #solved=3390
*3s: GLB=495620.401, best=2237434.000, gap=77.849%, AF=0.892, #solved=3450
*3s: GLB=506398.181, best=2237434.000, gap=77.367%, AF=0.892, #solved=3540
*3s: GLB=506398.181, best=2237434.000, gap=77.367%, AF=0.892, #solved=3593
*3s: GLB=506398.181, best=2237434.000, gap=77.367%, AF=0.892, #solved=3702
*3s: GLB=506398.181, best=2237434.000, gap=77.367%, AF=0.892, #solved=3783
*3s: GLB=517838.037, best=2237434.000, gap=76.856%, AF=0.892, #solved=3862
*3s: GLB=517838.037, best=2237434.000, gap=76.856%, AF=0.892, #solved=3910
*3s: GLB=525183.887, best=2237434.000, gap=76.527%, AF=0.892, #solved=3944
*3s: GLB=525183.887, best=2237434.000, gap=76.527%, AF=0.892, #solved=4258
*3s: GLB=526786.875, best=2237434.000, gap=76.456%, AF=0.892, #solved=4306
*3s: GLB=528957.457, best=2237434.000, gap=76.359%, AF=0.892, #solved=4629
*3s: GLB=528957.457, best=2237434.000, gap=76.359%, AF=0.892, #solved=4629
*3s: GLB=533548.056, best=2237434.000, gap=76.154%, AF=0.892, #solved=4942
*3s: GLB=533548.056, best=2237434.000, gap=76.154%, AF=0.892, #solved=4943
*3s: GLB=533548.056, best=2237434.000, gap=76.154%, AF=0.892, #solved=4990
*3s: GLB=533548.056, best=2237434.000, gap=76.154%, AF=0.892, #solved=5185
*3s: GLB=533548.056, best=2237434.000, gap=76.154%, AF=0.892, #solved=5199
*3s: GLB=533548.056, best=2237434.000, gap=76.154%, AF=0.892, #solved=5257
*3s: GLB=533548.056, best=2237434.000, gap=76.154%, AF=0.892, #solved=5587
*3s: GLB=533548.056, best=2237434.000, gap=76.154%, AF=0.892, #solved=5640
*3s: GLB=533548.056, best=2237434.000, gap=76.154%, AF=0.892, #solved=5640
*3s: GLB=533548.056, best=2237434.000, gap=76.154%, AF=0.892, #solved=5657
*3s: GLB=533548.056, best=2237434.000, gap=76.154%, AF=0.892, #solved=5802
*3s: GLB=533548.056, best=2237434.000, gap=76.154%, AF=0.892, #solved=5854
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6004
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6188
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6335
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6387
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6432
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6467
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6536
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6651
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6656
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6660
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=7088
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6908
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6700
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=6766
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=7123
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=7237
*3s: GLB=534134.727, best=2237434.000, gap=76.127%, AF=0.892, #solved=7240
*3s: GLB=534594.761, best=2237434.000, gap=76.107%, AF=0.892, #solved=7325
*3s: GLB=536515.951, best=2237434.000, gap=76.021%, AF=0.892, #solved=7409
*3s: GLB=536515.951, best=2237434.000, gap=76.021%, AF=0.892, #solved=7520
*3s: GLB=537461.658, best=2237434.000, gap=75.979%, AF=0.892, #solved=7738
*3s: GLB=537461.658, best=2237434.000, gap=75.979%, AF=0.892, #solved=7796
*3s: GLB=537461.658, best=2237434.000, gap=75.979%, AF=0.892, #solved=7837
*3s: GLB=537461.658, best=2237434.000, gap=75.979%, AF=0.892, #solved=8071
*3s: GLB=539218.648, best=2237434.000, gap=75.900%, AF=0.892, #solved=8351
*3s: GLB=539218.648, best=2237434.000, gap=75.900%, AF=0.892, #solved=8392
