Parallel mode ----------------------------------------------------------------------------------------
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=1
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=2
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=3
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=6
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=7
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=8
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=10
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=12
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=11
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=14
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=15
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=13
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=18
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=21
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=22
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=23
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=24
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=25
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=26
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=35
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=45
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=54
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=57
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=112
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=119
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=125
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=149
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=169
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=176
*2s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=239
*3s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=272
*3s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=533
*4s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=1529
*4s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=1665
*4s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=1696
*4s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=1806
*4s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=1830
*4s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=1908
*4s: GLB=261360.366, best=2475864.000, gap=89.444%, AF=0.907, #solved=1915
*4s: GLB=261754.114, best=2475864.000, gap=89.428%, AF=0.907, #solved=2136
*4s: GLB=261754.114, best=2475864.000, gap=89.428%, AF=0.907, #solved=2231
*4s: GLB=261754.114, best=2475864.000, gap=89.428%, AF=0.907, #solved=2456
*5s: GLB=261754.114, best=2475864.000, gap=89.428%, AF=0.907, #solved=2746
*5s: GLB=261754.114, best=2475864.000, gap=89.428%, AF=0.907, #solved=2814
*5s: GLB=261754.114, best=2475864.000, gap=89.428%, AF=0.907, #solved=2819
*5s: GLB=261754.114, best=2475864.000, gap=89.428%, AF=0.907, #solved=2885
*5s: GLB=359052.401, best=2475864.000, gap=85.498%, AF=0.907, #solved=3387
*5s: GLB=359052.401, best=2475864.000, gap=85.498%, AF=0.907, #solved=3410
*5s: GLB=359052.401, best=2475864.000, gap=85.498%, AF=0.907, #solved=3488
*5s: GLB=359052.401, best=2475864.000, gap=85.498%, AF=0.907, #solved=3517
*5s: GLB=359052.401, best=2475864.000, gap=85.498%, AF=0.907, #solved=3598
*5s: GLB=359052.401, best=2475864.000, gap=85.498%, AF=0.907, #solved=3599
*5s: GLB=359052.401, best=2475864.000, gap=85.498%, AF=0.907, #solved=3645
*5s: GLB=359052.401, best=2475864.000, gap=85.498%, AF=0.907, #solved=3648
*5s: GLB=359052.401, best=2475864.000, gap=85.498%, AF=0.907, #solved=3728
*5s: GLB=359052.401, best=2475864.000, gap=85.498%, AF=0.907, #solved=3780
*5s: GLB=359052.401, best=2475864.000, gap=85.498%, AF=0.907, #solved=3810
*5s: GLB=359052.401, best=2475864.000, gap=85.498%, AF=0.907, #solved=3910
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=4442
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=4445
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=4530
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=4633
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=4646
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5006
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5170
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5406
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5461
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5463
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5529
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5553
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5572
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5585
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5592
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5607
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5635
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5639
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5665
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=5701
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=6127
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=6264
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=6276
*6s: GLB=377778.001, best=2475864.000, gap=84.742%, AF=0.907, #solved=6635
*6s: GLB=415878.129, best=2475864.000, gap=83.203%, AF=0.907, #solved=6820
*6s: GLB=415878.129, best=2475864.000, gap=83.203%, AF=0.907, #solved=7326
*6s: GLB=415878.129, best=2475864.000, gap=83.203%, AF=0.907, #solved=7386
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7509
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7519
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7523
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7547
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7567
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7604
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7710
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7710
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7714
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7760
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7791
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7810
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7884
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=7939
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=8223
*6s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=8273
*7s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=8409
*7s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=8679
*7s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=9470
*7s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=9584
*7s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=9586
*7s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=9647
*7s: GLB=440978.544, best=2475864.000, gap=82.189%, AF=0.907, #solved=9668
