Parallel mode ----------------------------------------------------------------------------------------
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=1
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=2
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=3
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=4
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=5
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=6
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=7
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=8
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=9
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=14
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=15
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=16
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=18
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=19
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=20
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=27
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=30
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=34
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=37
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=38
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=51
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=81
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=101
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=110
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=124
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=128
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=134
*2s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=162
*3s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=201
*3s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=331
*4s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=474
*7s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=1277
*7s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=1333
*8s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=1366
*8s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=1517
*9s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=1673
*9s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=1701
*9s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=1805
*9s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=1898
*10s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=2076
*11s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=2333
*12s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=2557
*12s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=2626
*12s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=2672
*12s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=2747
*13s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=2899
*13s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=3114
*13s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=3177
*13s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=3237
*13s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=3270
*13s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=3274
*13s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=3288
*14s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=3534
*14s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=3548
*14s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=3740
*15s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=3926
*15s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=4199
*15s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=4332
*15s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=4381
*15s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=4524
*16s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=4562
*16s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=4608
*16s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=4633
*16s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=4682
*16s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=4771
*16s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=4839
*16s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=4912
*16s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=5080
*16s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=5129
*16s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=5223
*16s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=5410
*17s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=5878
*17s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=5926
*17s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=6022
*17s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=6026
*17s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=6074
*17s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=6137
*17s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=6231
*17s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=6271
*17s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=6314
*17s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=6349
*17s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=6386
*17s: GLB=280752.639, best=2817862.000, gap=90.037%, AF=0.944, #solved=6462
