Parallel mode ----------------------------------------------------------------------------------------
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=1
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=2
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=3
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=5
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=8
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=13
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=14
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=16
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=17
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=18
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=19
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=20
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=22
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=24
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=25
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=26
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=37
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=39
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=48
*2s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=61
*3s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=70
*3s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=73
*3s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=75
*4s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=249
*4s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=243
*4s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=273
*6s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=552
*9s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=1091
*10s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=1193
*10s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=1238
*11s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=1399
*13s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=1612
*13s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=1688
*14s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=1767
*14s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=1826
*15s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=2078
*16s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=2095
*18s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=2552
*19s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=2761
*19s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=2809
*19s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=2827
*19s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=2860
*19s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=2876
*20s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=2953
*20s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=3020
*20s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=3059
*20s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=3202
*21s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=3268
*21s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=3509
*22s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=3572
*23s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4059
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4269
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4284
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4289
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4310
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4365
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4383
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4414
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4446
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4475
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4525
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4623
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4710
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4725
*24s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=4766
*25s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=5054
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=5814
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=5859
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=5904
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=5951
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6079
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6112
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6113
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6121
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6124
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6182
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6206
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6242
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6246
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6309
*26s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6310
*27s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6670
*27s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=6701
*27s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7568
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7763
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7771
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7776
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7784
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7801
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7804
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7809
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7818
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7834
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7844
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=7976
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=8068
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=8122
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=8156
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=8323
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=8433
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9161
*28s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9280
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9355
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9405
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9451
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9536
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9590
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9610
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9643
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9659
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9721
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9745
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9788
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9789
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9797
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=9895
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=10032
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=10937
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11063
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11111
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11162
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11199
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11200
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11226
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11236
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11239
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11261
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11293
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11345
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11456
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11609
*29s: GLB=254121.851, best=2901030.000, gap=91.240%, AF=0.950, #solved=11645
