Parallel mode ----------------------------------------------------------------------------------------
*3s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=1
*4s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=2
*5s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=3
*6s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=4
*6s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=5
*11s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=8
*13s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=9
*13s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=10
*16s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=12
*20s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=13
*21s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=15
*23s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=20
*24s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=22
*26s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=25
*27s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=26
*30s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=34
*30s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=35
*31s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=36
*35s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=45
*37s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=47
*38s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=52
*40s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=53
*48s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=63
*63s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=93
*73s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=112
*200s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=326
*233s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=386
*247s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=413
*321s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=544
*451s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=789
*575s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=1033
*595s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=1070
*603s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=1078
*619s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=1113
*653s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=1196
*703s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=1330
*812s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=1596
*900s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=1812
*912s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=1851
*936s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=1920
*964s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=2012
*971s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=2031
*1026s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=2217
*1056s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=2341
*1152s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=2694
*1166s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=2754
*1185s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=2833
*1200s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=2910
*1200s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=2912
*1209s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=2958
*1244s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=3164
*1246s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=3176
*1252s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=3211
*1254s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=3222
*1302s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=3585
*1336s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=3863
*1341s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=3906
*1343s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=3920
*1345s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=3937
*1348s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=3972
*1360s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=4103
*1365s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=4146
*1372s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=4225
*1380s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=4316
*1389s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=4439
*1402s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=4615
*1427s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=4960
*1429s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=5005
*1436s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=5116
*1439s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=5162
*1441s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=5217
*1442s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=5236
*1446s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=5300
*1446s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=5308
*1447s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=5338
*1450s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=5411
*1456s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=5586
*1462s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=5732
*1480s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=6259
*1481s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=6264
*1482s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=6296
*1484s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=6372
*1485s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=6415
*1486s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=6446
*1487s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=6488
*1489s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=6528
*1490s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=6598
*1492s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=6659
*1493s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=6712
*1495s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=6826
*1510s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=7481
*1511s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=7527
*1512s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=7593
*1513s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=7618
*1513s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=7629
*1514s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=7685
*1514s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=7702
*1515s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=7763
*1515s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=7785
*1516s: GLB=252463.280, best=3998194.000, gap=93.686%, AF=1.061, #solved=7819
