Parallel mode ----------------------------------------------------------------------------------------
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=1
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=2
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=4
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=3
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=6
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=7
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=8
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=9
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=10
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=11
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=12
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=14
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=17
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=18
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=19
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=21
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=24
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=25
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=33
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=36
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=41
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=42
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=60
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=68
*2s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=74
*3s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=95
*3s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=101
*3s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=115
*3s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=120
*3s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=332
*3s: GLB=345999.173, best=3040035.000, gap=88.619%, AF=1.052, #solved=533
*4s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=1131
*4s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=1213
*5s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=1626
*5s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=1658
*5s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=1712
*5s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=1845
*5s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=1893
*5s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=1894
*5s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=1992
*6s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=2356
*6s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=2360
*6s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=2479
*6s: GLB=405005.277, best=3040035.000, gap=86.678%, AF=1.052, #solved=2666
*6s: GLB=416233.452, best=3040035.000, gap=86.308%, AF=1.052, #solved=2846
*6s: GLB=460494.018, best=3040035.000, gap=84.852%, AF=1.052, #solved=3070
*6s: GLB=460494.018, best=3040035.000, gap=84.852%, AF=1.052, #solved=3188
*7s: GLB=460494.018, best=3040035.000, gap=84.852%, AF=1.052, #solved=3354
*7s: GLB=460494.018, best=3040035.000, gap=84.852%, AF=1.052, #solved=3379
*7s: GLB=460494.018, best=3040035.000, gap=84.852%, AF=1.052, #solved=3383
*7s: GLB=460494.018, best=3040035.000, gap=84.852%, AF=1.052, #solved=3426
*7s: GLB=522053.666, best=3040035.000, gap=82.827%, AF=1.052, #solved=3458
*7s: GLB=522053.666, best=3040035.000, gap=82.827%, AF=1.052, #solved=3486
*7s: GLB=522053.666, best=3040035.000, gap=82.827%, AF=1.052, #solved=3565
*7s: GLB=522053.666, best=3040035.000, gap=82.827%, AF=1.052, #solved=3715
*7s: GLB=522053.666, best=3040035.000, gap=82.827%, AF=1.052, #solved=3811
*7s: GLB=522053.666, best=3040035.000, gap=82.827%, AF=1.052, #solved=3861
*7s: GLB=554513.360, best=3040035.000, gap=81.760%, AF=1.052, #solved=4033
*7s: GLB=554513.360, best=3040035.000, gap=81.760%, AF=1.052, #solved=4303
*7s: GLB=554513.360, best=3040035.000, gap=81.760%, AF=1.052, #solved=4367
*7s: GLB=554513.360, best=3040035.000, gap=81.760%, AF=1.052, #solved=4700
*7s: GLB=554513.360, best=3040035.000, gap=81.760%, AF=1.052, #solved=4726
*7s: GLB=554513.360, best=3040035.000, gap=81.760%, AF=1.052, #solved=4931
*8s: GLB=554513.360, best=3040035.000, gap=81.760%, AF=1.052, #solved=5090
*8s: GLB=554513.360, best=3040035.000, gap=81.760%, AF=1.052, #solved=5097
*8s: GLB=554513.360, best=3040035.000, gap=81.760%, AF=1.052, #solved=5141
*8s: GLB=554513.360, best=3040035.000, gap=81.760%, AF=1.052, #solved=5166
*8s: GLB=554513.360, best=3040035.000, gap=81.760%, AF=1.052, #solved=5310
*8s: GLB=554513.360, best=3040035.000, gap=81.760%, AF=1.052, #solved=5328
